year,set,stratum,latitude,longitude,catch,lcatch,tempC,depth,Nndx,kseal,srisk
1971,56,439,47.7,-60.53333333,0,0,4.9,264.5,29.76340221,13.72566182,0.006549447
1971,45,420,47.65,-64.53333333,38.20627019,3.668836688,9.7,26,29.76340221,13.72566182,0.014178526
1971,21,416,48.48333333,-63.3,138.8910293,4.940863757,1.1,106,29.76340221,13.72566182,0.026452713
1971,11,417,48.28333333,-63.65,111.9218974,4.726696406,1.3,89.5,29.76340221,13.72566182,0.042496886
1971,54,431,46.85,-61.76666667,4.298205397,1.667368159,0.9,63.5,29.76340221,13.72566182,0.028397159
1971,9,417,48.38333333,-64.05,128.1033765,4.860613452,0.6,81,29.76340221,13.72566182,0.082977871
1971,30,435,47.75,-61.3,1.432735132,0.889016193,11.6,25.5,29.76340221,13.72566182,0.012766416
1971,16,415,48.85,-63.96666667,0,0,4.3,230,29.76340221,13.72566182,0.034910864
1971,1,418,48.01666667,-64.76666667,240.6995022,5.487695228,0.7,66,29.76340221,13.72566182,0.006711835
1971,46,420,47.6,-64.5,14.83302255,2.762097794,10.6,29,29.76340221,13.72566182,0.015189861
1971,18,415,48.75,-63.38333333,0,0,4.4,229.5,29.76340221,13.72566182,0.015506484
1971,67,432,45.95,-62.53333333,20.22684893,3.055266839,6.5,50,29.76340221,13.72566182,0.066601468
1971,31,438,47.95,-60.9,58.0735307,4.078782951,2.5,160,29.76340221,13.72566182,0.007778895
1971,2,418,47.96666667,-65.11666667,56.63517699,4.054133093,1,78.5,29.76340221,13.72566182,0.008166879
1971,15,416,48.68333333,-63.86666667,64.95065933,4.188906877,3.5,141.5,29.76340221,13.72566182,0.037522624
1971,39,429,47.03333333,-63.56666667,0,0,0.2,49.5,29.76340221,13.72566182,0.069375685
1971,33,427,48.06666667,-61.41666667,30.08743778,3.436803808,0.4,74,29.76340221,13.72566182,0.009833696
1971,6,417,48.21666667,-64.48333333,1.206513796,0.791413802,0.8,97,29.76340221,13.72566182,0.0272821
1971,34,427,48.01666667,-61.56666667,63.04034582,4.159513288,0.6,59,29.76340221,13.72566182,0.00720869
1971,38,429,47.1,-63.11666667,10.02914593,2.400541399,0.1,62,29.76340221,13.72566182,0.051534891
1971,51,435,47.33333333,-61.33333333,14.00896574,2.708647739,11.4,33,29.76340221,13.72566182,0.01733595
1971,61,436,47.26666667,-60.68333333,8.090739571,2.207256266,1.8,62.5,29.76340221,13.72566182,0.013682453
1971,52,431,47.05,-62,20.05829185,3.047294395,0.4,49,29.76340221,13.72566182,0.030482911
1971,41,422,47.31666667,-64.2,98.43733144,4.599527611,1.4,49.5,29.76340221,13.72566182,0.018832445
1971,63,437,47.1,-60.96666667,1.432735132,0.889016193,1.7,99.5,29.76340221,13.72566182,0.017234408
1971,8,417,48.31666667,-64.25,138.9753078,4.941466034,1.3,118,29.76340221,13.72566182,0.070930844
1971,40,429,47.03333333,-63.76666667,8.335913497,2.233868629,1.1,45,29.76340221,13.72566182,0.026678212
1971,14,416,48.68333333,-63.63333333,41.80215445,3.756588439,2.5,137.5,29.76340221,13.72566182,0.028150179
1971,66,432,45.9,-62.7,0,0,12.3,36.5,29.76340221,13.72566182,0.092647833
1971,60,436,47.4,-60.7,5.730940529,1.906714886,0.8,59.5,29.76340221,13.72566182,0.010798651
1971,3,419,47.93333333,-65.25,28.13370805,3.371895856,0.7,70,29.76340221,13.72566182,0.00731678
1971,23,424,48.3,-62.8,10.31569295,2.426190519,0.9,90.5,29.76340221,13.72566182,0.027063382
1971,50,434,46.75,-61.46666667,0,0,0.9,69,29.76340221,13.72566182,0.05759834
1971,48,421,46.86666667,-64.48333333,41.80215445,3.756588439,5.6,29,29.76340221,13.72566182,0.025523939
1971,12,416,48.31666667,-63.48333333,111.7533403,4.725202604,1.3,97,29.76340221,13.72566182,0.039639547
1971,43,422,47.46666667,-64.36666667,41.54931884,3.750663846,4.5,45,29.76340221,13.72566182,0.017176581
1971,5,418,48.03333333,-64.61666667,16.67182699,2.871971676,1.5,49.5,29.76340221,13.72566182,0.010358359
1971,20,424,48.2,-63.16666667,19.4851978,3.019702567,0.5,67.5,29.76340221,13.72566182,0.035644089
1971,22,425,48.46666667,-62.95,0,0,4.6,240.5,29.76340221,13.72566182,0.026052239
1971,28,428,47.61666667,-61.96666667,1.146188106,0.763693295,7.9,35,29.76340221,13.72566182,0.04257327
1971,29,428,47.65,-61.75,0,0,11.7,29,29.76340221,13.72566182,0.02570848
1971,37,429,47.11666667,-62.88333333,19.64893896,3.027663936,0.5,59,29.76340221,13.72566182,0.05695554
1971,19,416,48.48333333,-63.43333333,2.413027591,1.227599754,1.2,108,29.76340221,13.72566182,0.030893692
1971,59,437,47.11666667,-60.36666667,0,0,3.7,162,29.76340221,13.72566182,0.007240698
1971,17,415,48.78333333,-63.53333333,26.45049475,3.312384191,4.8,206,29.76340221,13.72566182,0.021326329
1971,64,433,46.21666667,-61.76666667,0,0,2.3,53,29.76340221,13.72566182,0.012845133
1971,10,417,48.16666667,-63.93333333,94.24213315,4.556422419,0.2,62,29.76340221,13.72566182,0.037717323
1971,35,425,48.31666667,-62.06666667,19.4851978,3.019702567,4.7,195.5,29.76340221,13.72566182,0.026661027
1971,58,438,47.36666667,-60.33333333,18.87839233,2.989633329,1.9,112.5,29.76340221,13.72566182,0.006058384
1971,7,417,48.13333333,-64.33333333,1.528250808,0.927527683,5,38.5,29.76340221,13.72566182,0.02843824
1971,53,431,46.91666667,-61.83333333,72.59191337,4.298535147,0.4,56,29.76340221,13.72566182,0.031531853
1971,62,437,47.15,-60.63333333,0,0,4.1,178,29.76340221,13.72566182,0.017090755
1971,49,421,46.98333333,-64.25,50.94169359,3.950121812,3.8,26.5,29.76340221,13.72566182,0.032125104
1971,44,422,47.76666667,-64.13333333,110.9992692,4.718492346,0.6,75,29.76340221,13.72566182,0.016630739
1971,42,422,47.45,-64.4,97.8080517,4.593179096,1.9,47,29.76340221,13.72566182,0.015848432
1971,25,426,48.26666667,-62.65,11.46188106,2.52267447,0.8,99,29.76340221,13.72566182,0.02420504
1971,36,423,47.4,-62.96666667,76.41254039,4.349148788,1,53,29.76340221,13.72566182,0.048635908
1971,4,419,47.91666667,-65.51666667,108.8878701,4.699460483,5.9,47,29.76340221,13.72566182,0.006196354
1971,27,423,47.56666667,-62.35,2.292376212,1.191609557,0,60.5,29.76340221,13.72566182,0.043817062
1971,65,433,46,-61.71666667,0,0,14.1,40,29.76340221,13.72566182,0.013767511
1971,26,423,47.85,-62.56666667,20.51073453,3.068552091,0.5,66.5,29.76340221,13.72566182,0.035743312
1971,55,434,46.78333333,-61.6,1.432735132,0.889016193,0.8,64,29.76340221,13.72566182,0.066743542
1971,47,420,47.2,-64.56666667,29.29147382,3.410866281,6.9,30,29.76340221,13.72566182,0.030830225
1971,24,426,48.3,-62.63333333,22.92376212,3.174872196,1.2,104,29.76340221,13.72566182,0.02372073
1971,13,416,48.5,-63.85,84.6415832,4.45017095,1.2,92,29.76340221,13.72566182,0.042596548
1971,57,439,47.45,-60.3,0,0,5.1,235,29.76340221,13.72566182,0.006484936
1972,43,422,47.3,-64.2,242.7221871,5.496028999,2.4,45,37.21518287,14.43920268,0.020091602
1972,12,436,47.3,-60.58333333,6.113003231,1.96192455,1.4,66.5,37.21518287,14.43920268,0.01222625
1972,36,431,46.68333333,-62.06666667,19.1031351,3.000875778,-0.5,58.5,37.21518287,14.43920268,0.0399127
1972,42,422,47.26666667,-64.11666667,120.012637,4.795894978,2.7,41,37.21518287,14.43920268,0.022157549
1972,56,416,48.3,-63.48333333,43.76354586,3.8013941,-0.2,106,37.21518287,14.43920268,0.042926421
1972,63,415,48.86666667,-63.98333333,5.501702908,1.872064128,4,204,37.21518287,14.43920268,0.040115556
1972,1,432,45.9,-62.7,54.76232061,4.021098383,4.2,44,37.21518287,14.43920268,0.097464214
1972,54,426,48.36666667,-62.71666667,87.11029604,4.478589394,0.2,107,37.21518287,14.43920268,0.024528581
1972,57,416,48.46666667,-63.45,141.3631997,4.958381537,1.5,109.5,37.21518287,14.43920268,0.033436414
1972,72,417,48.15,-64.33333333,134.8456595,4.911519385,1.8,49.5,37.21518287,14.43920268,0.030911821
1972,59,419,47.9,-65.33333333,82.2558523,4.421918424,0,66,37.21518287,14.43920268,0.00757482
1972,27,428,47.56666667,-61.86666667,103.1569295,4.645898699,2.3,30,37.21518287,14.43920268,0.034081139
1972,64,415,48.8,-63.6,17.52993574,2.919387572,3.9,212,37.21518287,14.43920268,0.011985448
1972,40,420,46.96666667,-64.51666667,36.40832807,3.621893355,13.3,29,37.21518287,14.43920268,0.028842567
1972,29,423,47.33333333,-62.61666667,3.438564318,1.490330972,-0.5,67.5,37.21518287,14.43920268,0.101638688
1972,8,437,47.13333333,-60.68333333,2.413027591,1.227599754,5.1,183,37.21518287,14.43920268,0.015505076
1972,53,424,48.11666667,-62.71666667,0,0,-0.4,88,37.21518287,14.43920268,0.03447338
1972,47,422,47.96666667,-63.95,105.7040142,4.670058779,0,83,37.21518287,14.43920268,0.025538156
1972,67,416,48.7,-63.61666667,67.24303554,4.223075385,2.1,152,37.21518287,14.43920268,0.028428408
1972,35,431,46.6,-62.23333333,0,0,-0.7,49,37.21518287,14.43920268,0.039378955
1972,49,424,47.81666667,-63.73333333,45.84752423,3.846898163,-0.2,70,37.21518287,14.43920268,0.037746299
1972,25,428,47.7,-61.81666667,3.820627019,1.572904007,0.1,37,37.21518287,14.43920268,0.030918607
1972,65,416,48.75,-63.55,7.641254039,2.156547716,2.4,163,37.21518287,14.43920268,0.023871092
1972,4,433,46.23333333,-62.1,0,0,1.7,37.5,37.21518287,14.43920268,0.026065793
1972,19,438,47.96666667,-60.98333333,112.3264344,4.730272454,2.4,107,37.21518287,14.43920268,0.004380248
1972,7,434,47.08333333,-61.3,4.045369785,1.618470948,0.1,46,37.21518287,14.43920268,0.031227028
1972,60,418,48.06666667,-65,66.07437316,4.205802051,0.7,58,37.21518287,14.43920268,0.008673095
1972,45,420,47.63333333,-64.55,24.27221871,3.229705718,10.7,26.5,37.21518287,14.43920268,0.013396548
1972,73,418,48.03333333,-64.6,131.174861,4.88412575,0.1,53,37.21518287,14.43920268,0.010335899
1972,51,417,48.16666667,-63.91666667,39.734521,3.707075915,-0.1,74,37.21518287,14.43920268,0.039840634
1972,20,426,48,-61.06666667,53.9382638,4.006210078,1.5,119.5,37.21518287,14.43920268,0.00824272
1972,17,435,47.73333333,-61.26666667,1.206513796,0.791413802,8.7,27,37.21518287,14.43920268,0.012885025
1972,3,433,46.06666667,-62.38333333,14.00896574,2.708647739,7.8,24,37.21518287,14.43920268,0.040834484
1972,41,422,47.25,-63.96666667,193.4192429,5.270016873,8.8,35,37.21518287,14.43920268,0.022220373
1972,38,421,46.8,-64.63333333,46.99371234,3.871070009,13.2,22,37.21518287,14.43920268,0.043561688
1972,69,417,48.3,-64.25,5.730940529,1.906714886,0.1,112.5,37.21518287,14.43920268,0.065231105
1972,16,435,47.56666667,-61.1,11.46188106,2.52267447,2.4,32,37.21518287,14.43920268,0.011728098
1972,37,434,46.56666667,-61.73333333,4.045369785,1.618470948,1.4,54,37.21518287,14.43920268,0.057132676
1972,68,416,48.48333333,-63.83333333,43.15061104,3.787606767,0.6,119,37.21518287,14.43920268,0.04411715
1972,10,439,47.18333333,-60.36666667,1.348456595,0.853758344,3.3,187.5,37.21518287,14.43920268,0.003883135
1972,66,415,48.75,-63.4,21.28635054,3.103974408,4,216,37.21518287,14.43920268,0.015425675
1972,18,439,47.75,-60.61666667,50.43227666,3.940265926,3.1,189.5,37.21518287,14.43920268,0.004889388
